date,open,high,low,close,volume,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,trend,price_return,log_return,open_close_change,high_low_range,close_open_ratio,high_close_ratio,low_close_ratio,volume_change,volume_log,trades_change,taker_buy_ratio,trend_change,trend_pct_change,close_lag_1,price_return_lag_1,volume_lag_1,trend_lag_1,trend_change_lag_1,close_lag_2,price_return_lag_2,volume_lag_2,trend_lag_2,trend_change_lag_2,close_lag_3,price_return_lag_3,volume_lag_3,trend_lag_3,trend_change_lag_3,close_lag_5,price_return_lag_5,volume_lag_5,trend_lag_5,trend_change_lag_5,close_lag_7,price_return_lag_7,volume_lag_7,trend_lag_7,trend_change_lag_7,close_ma_3,volume_ma_3,trend_ma_3,close_ma_ratio_3,volume_ma_ratio_3,trend_ma_ratio_3,close_ma_7,volume_ma_7,trend_ma_7,close_ma_ratio_7,volume_ma_ratio_7,trend_ma_ratio_7,close_ma_14,volume_ma_14,trend_ma_14,close_ma_ratio_14,volume_ma_ratio_14,trend_ma_ratio_14,volatility_7,volatility_14,trend_volatility_7,trend_volatility_14,target
2026-03-18,73909.37,74672.34,70500.0,71246.54,23392.88093,1692949838.9777424,4733897,11709.17057,847905482.6972562,44.1429,-0.03602818371042593,-0.03669322101311266,-0.036028314136624384,0.05918212765957442,0.9639716858633757,1.0480837385226005,0.9895217367748667,-0.04601660507389893,10.060229768431093,-0.02658544695073417,0.5005441871412971,-0.2857000000000056,-0.006430542488397251,73909.36,-0.013024161019872249,24521.26636,44.4286,-0.2856999999999985,74884.67,0.028420286742171008,28409.53019,44.7143,-0.2856999999999985,72815.24,0.022514339236602954,14037.30704,45.0,-0.2856999999999985,70930.0,0.005509677020595349,35996.61678,45.5714,-0.2857000000000056,70191.86,0.0034772661022810514,27249.27542,46.1429,-0.2857000000000056,73346.85666666667,25441.22582666666,44.428599999999996,0.9713645988101193,0.9194871775981937,0.993569457511603,72219.87142857142,23053.14416714286,45.0,0.9865226646168417,1.0147371117967223,0.9809533333333332,70453.6142857143,23832.440361428573,46.42857142857143,1.011254578240232,0.9815562558948023,0.9507701538461537,0.02166042578585232,0.023836100455084212,3.779654183803412e-05,0.46881426440060553,0
2026-03-19,71246.55,71613.79,68793.35,69930.0,22364.81819,1566573949.8604124,4972526,10489.13676,734634623.2873883,43.8571,-0.018478651735228002,-0.018651514850332427,-0.018478789499281056,0.0409987302551771,0.9815212105007189,1.0240782210782209,0.9837458887458889,-0.04394767549479417,10.015289098698794,0.05040857458453374,0.46900165567587826,-0.2857999999999947,-0.00647442737110604,71246.54,-0.03602818371042593,23392.88093,44.1429,-0.2857000000000056,73909.36,-0.013024161019872249,24521.26636,44.4286,-0.2856999999999985,74884.67,0.028420286742171008,28409.53019,44.7143,-0.2856999999999985,71211.95,0.0039750458198222205,13017.24737,45.2857,-0.2856999999999985,70541.34,0.0049789249066771735,21997.1605,45.8571,-0.2857999999999947,71695.3,23426.321826666663,44.14286666666666,0.9753777444267615,0.9546875670657641,0.9935263228637924,72132.53714285714,23105.666694285715,44.714285714285715,0.9694654142208383,0.967936501721072,0.9808297124600639,70384.99142857143,23530.605051428574,45.92857142857143,0.9935356754424959,0.9504565709687182,0.9548979782270607,0.02295887622674336,0.023437774916956994,3.779654183803412e-05,0.4258075730077574,1
2026-03-20,69930.01,71367.0,69388.0,70510.73,18121.16745,1273812840.6886704,4369971,8801.41211,618781938.2268149,43.5714,0.008304447304447349,0.008270155102978788,0.008304303116787788,0.028520781691358736,1.0083043031167878,1.0121438254858517,0.9840771752043981,-0.1897467130717596,9.80489118888941,-0.12117684251424732,0.4856978522098475,-0.2857000000000056,-0.006514338613360371,69930.0,-0.018478651735228002,22364.81819,43.8571,-0.2857999999999947,71246.54,-0.03602818371042593,23392.88093,44.1429,-0.2857000000000056,73909.36,-0.013024161019872249,24521.26636,44.4286,-0.2856999999999985,72815.24,0.022514339236602954,14037.30704,45.0,-0.2856999999999985,70930.0,0.005509677020595349,35996.61678,45.5714,-0.2857000000000056,70562.42333333332,21292.955523333327,43.85713333333334,0.9992674098919601,0.8510404969447475,0.9934849062942249,72072.64142857143,20552.031075714283,44.42857142857143,0.9783286501283655,0.8817214893866737,0.9807067524115755,70556.18500000001,23208.55363928571,45.5,0.9993557616529293,0.7807969308059697,0.9576131868131867,0.023115038977026495,0.02072401002053754,3.779654183803412e-05,0.363130469091213,0
2026-03-21,70510.73,71100.94,68571.42,68918.12,13397.1675,942693882.026424,1640086,6379.69313,449156360.93415475,43.2857,-0.022586775090826627,-0.022845763534559155,-0.02258677509082661,0.03688883794443814,0.9774132249091734,1.0316726573504909,0.9949693926648029,-0.26068960308625155,9.502873222856016,-0.62469178857251,0.47619716107901167,-0.2856999999999985,-0.006557053480034991,70510.73,0.008304447304447349,18121.16745,43.5714,-0.2857000000000056,69930.0,-0.018478651735228002,22364.81819,43.8571,-0.2857999999999947,71246.54,-0.03602818371042593,23392.88093,44.1429,-0.2857000000000056,74884.67,0.028420286742171008,28409.53019,44.7143,-0.2856999999999985,71211.95,0.0039750458198222205,13017.24737,45.2857,-0.2856999999999985,69786.28333333333,17961.051046666664,43.571400000000004,0.9875596852007928,0.7459010870350117,0.9934429465199648,71744.95142857144,20606.30538,44.142857142857146,0.9605988801680937,0.6501489351411329,0.9805822006472491,70674.41428571429,23256.95537857143,45.142857142857146,0.975149503487724,0.5760499292329522,0.9588604430379746,0.02438114146877322,0.021454764744159804,3.779654183803412e-05,0.2672571326364223,0
2026-03-22,68918.12,69588.79,67360.66,67859.0,14843.78682,1018926475.3196974,3269152,7292.32333,500700088.25183487,43.0,-0.015367801675379322,-0.015487110258322837,-0.015367801675379355,0.03307761533215366,0.9846321983246207,1.0254909444583622,0.9926562430922944,0.10797949044079647,9.605404026704045,0.9932808401510653,0.4912710899468442,-0.2856999999999985,-0.006600332211330717,68918.12,-0.022586775090826627,13397.1675,43.2857,-0.2856999999999985,70510.73,0.008304447304447349,18121.16745,43.5714,-0.2857000000000056,69930.0,-0.018478651735228002,22364.81819,43.8571,-0.2857999999999947,73909.36,-0.013024161019872249,24521.26636,44.4286,-0.2856999999999985,72815.24,0.022514339236602954,14037.30704,45.0,-0.2856999999999985,69095.95,15454.040589999995,43.2857,0.9820980824491161,0.9605117013608157,0.9933996677886693,71036.91714285714,20721.516777142857,43.857142857142854,0.9552638646118853,0.7163465387038479,0.980456026058632,70809.25714285714,22774.823079285714,44.857142857142854,0.9583351490765534,0.6517629914544014,0.9585987261146498,0.021434751763347977,0.021186617291059973,3.779654183803412e-05,3.631348358999407e-05,1
2026-03-23,67859.0,71817.09,67445.18,70906.45,28335.09119,1980755169.231694,6509730,14640.9723,1022970775.4557816,43.1429,0.044908560397294295,0.04392937957609135,0.04490856039729435,0.0648216818459081,1.0449085603972943,1.012842837287722,0.951185399917779,0.9088856188518073,10.251891578185138,0.9912595070525934,0.516708141217032,0.14289999999999736,0.0033232558139533186,67859.0,-0.015367801675379322,14843.78682,43.0,-0.2856999999999985,68918.12,-0.022586775090826627,13397.1675,43.2857,-0.2856999999999985,70510.73,0.008304447304447349,18121.16745,43.5714,-0.2857000000000056,71246.54,-0.03602818371042593,23392.88093,44.1429,-0.2857000000000056,74884.67,0.028420286742171008,28409.53019,44.7143,-0.2856999999999985,69227.85666666667,18858.68183666666,43.14286666666666,1.0242473682439106,1.5024958496785548,1.000000772626761,70468.59999999999,20710.882634285714,43.632657142857134,1.006213405687072,1.3681257187510123,0.9887754453905104,70985.99214285714,22734.70664285714,44.60204285714286,0.9988794670546117,1.2463363453560288,0.9672852909043562,0.026617187018233547,0.022227127175874193,0.16200187682630432,0.11455228567703866,0
2026-03-24,70906.45,71400.0,68923.07,70556.74,20702.42244,1455361229.2099645,4191328,9731.85043,684254039.2949127,43.2857,-0.004931991377371103,-0.004944193784823292,-0.0049319913773710556,0.03593760405623245,0.9950680086226289,1.0119515159005361,0.9768460107425598,-0.2693715964709412,9.938054300852793,-0.3561441104316154,0.4700826899946111,0.14280000000000115,0.003309930486824042,70906.45,0.044908560397294295,28335.09119,43.1429,0.14289999999999736,67859.0,-0.015367801675379322,14843.78682,43.0,-0.2856999999999985,68918.12,-0.022586775090826627,13397.1675,43.2857,-0.2856999999999985,69930.0,-0.018478651735228002,22364.81819,43.8571,-0.2857999999999947,73909.36,-0.013024161019872249,24521.26636,44.4286,-0.2856999999999985,69774.06333333334,21293.76681666666,43.14286666666666,1.01121730094645,0.9722292264324124,1.003310705670926,69989.65428571428,20165.333502857142,43.46938571428571,1.008102421994696,1.0266342699993907,0.9957743659987967,71029.42857142857,21884.695584285713,44.37755,0.9933451728257504,0.945977172050104,0.9753963434213921,0.02651114733515671,0.021578899300618123,0.20912075231221414,0.15562821310505895,1
2026-03-25,70556.74,72026.09,70408.0,71336.53,17719.50066,1261017988.5394323,3298902,8819.77787,627874982.8921664,43.4286,0.011051956198656399,0.010991329616637294,0.011051956198656478,0.022981621406658284,1.0110519561986564,1.009666295795436,0.9869838075947905,-0.1440856396706779,9.782477477710275,-0.21292201421601942,0.49774415426444635,0.14290000000000447,0.00330132122155824,70556.74,-0.004931991377371103,20702.42244,43.2857,0.14280000000000115,70906.45,0.044908560397294295,28335.09119,43.1429,0.14289999999999736,67859.0,-0.015367801675379322,14843.78682,43.0,-0.2856999999999985,70510.73,0.008304447304447349,18121.16745,43.5714,-0.2857000000000056,71246.54,-0.03602818371042593,23392.88093,44.1429,-0.2857000000000056,70933.24,22252.338096666663,43.28573333333333,1.0056854868042118,0.7962983747157039,1.003300548602619,70002.51,19354.85060714286,43.36734285714285,1.0190567452509918,0.9155069713356849,1.001412517780002,71111.19071428571,21203.99738714286,44.18367142857143,1.0031688301581065,0.8356679326297363,0.9829106227672344,0.02351880101662665,0.021744605974439234,0.22909188736651165,0.18249799652667956,0
2026-03-26,71336.53,71436.82,68153.0,68820.31,20820.45768,1447699734.3398392,3597702,10116.39467,703650001.5901196,43.5714,-0.035272531478612756,-0.03590963357008416,-0.03527253147861273,0.048183058706146566,0.9647274685213872,1.0380194451318223,0.9903035891584911,0.1750025059679079,9.94373935316674,0.09057559151499506,0.48588723771032877,0.14279999999999404,0.0032881557314763388,71336.53,0.011051956198656399,17719.50066,43.4286,0.14290000000000447,70556.74,-0.004931991377371103,20702.42244,43.2857,0.14280000000000115,70906.45,0.044908560397294295,28335.09119,43.1429,0.14289999999999736,68918.12,-0.022586775090826627,13397.1675,43.2857,-0.2856999999999985,69930.0,-0.018478651735228002,22364.81819,43.8571,-0.2857999999999947,70237.86,19747.460259999996,43.42856666666666,0.9798178646103397,1.0543359705943272,1.0032889257992244,69843.98285714285,19134.22767714286,43.32652857142857,0.9853434352500108,1.0881263686891036,1.0056517666345628,70988.26,21119.94718571429,44.020407142857145,0.9694604431775057,0.9858195902157906,0.989800022943904,0.02644213174423892,0.023795707176055458,0.22906961408106002,0.20091203052823176,0
2026-03-27,68820.31,69179.05,65548.25,66407.28,28603.69557,1917318222.7099128,4159306,14568.62853,976680026.2656809,43.7143,-0.035062759816106626,-0.035692215836955574,-0.0350627598161066,0.05539125758506143,0.9649372401838934,1.0417389478984835,0.9870642194650948,0.37382645519250657,10.261326164100987,0.15610075542665847,0.509326792908529,0.14290000000000447,0.003279674281753797,68820.31,-0.035272531478612756,20820.45768,43.5714,0.14279999999999404,71336.53,0.011051956198656399,17719.50066,43.4286,0.14290000000000447,70556.74,-0.004931991377371103,20702.42244,43.2857,0.14280000000000115,67859.0,-0.015367801675379322,14843.78682,43.0,-0.2856999999999985,70510.73,0.008304447304447349,18121.16745,43.5714,-0.2857000000000056,68854.70666666667,22381.217969999994,43.57143333333334,0.9644552016100376,1.278022295674019,1.0032789067454746,69257.77571428572,20631.73169428571,43.34694285714285,0.9588422284012544,1.3863933475793626,1.0084748108780783,70665.20857142856,20591.881384999997,43.88775714285715,0.9397450505346682,1.3890763566089765,0.9960477100187067,0.02862027440682452,0.025299397083072,0.20911587241346752,0.21310491367107784,0
2026-03-28,66407.28,67288.94,65932.09,66377.03,11462.39847,762676255.4470605,1687368,5753.04124,382921412.2238488,43.8571,-0.00045552234634516076,-0.00045562612816699334,-0.0004555223463451598,0.02057950840023433,0.9995444776536548,1.0137383368915422,0.9932967775147516,-0.5992686175131181,9.34691449691711,-0.5943150131295942,0.5019055353080916,0.14280000000000115,0.003266665599128915,66407.28,-0.035062759816106626,28603.69557,43.7143,0.14290000000000447,68820.31,-0.035272531478612756,20820.45768,43.5714,0.14279999999999404,71336.53,0.011051956198656399,17719.50066,43.4286,0.14290000000000447,70906.45,0.044908560397294295,28335.09119,43.1429,0.14289999999999736,68918.12,-0.022586775090826627,13397.1675,43.2857,-0.2856999999999985,67201.54,20295.517239999997,43.71426666666667,0.9877307871218428,0.5647748876983044,1.0032674306176168,68894.76285714286,20355.336118571428,43.42857142857143,0.9634553810372564,0.5631151656366975,1.0098674342105263,70319.85714285714,20480.820749285715,43.785714285714285,0.9439301030596925,0.5596649963551759,1.001630342577488,0.02797877524387136,0.025214163548033363,0.16197668262528864,0.2200893864364352,0
2026-03-29,66377.04,67130.5,65000.0,66010.93,10052.85584,667003517.6059871,2146177,4769.42832,316674097.3501869,44.0,-0.00551546220130672,-0.005530728522709364,-0.005515612024880902,0.03277692307692308,0.9944843879751191,1.0169603730776102,0.9846854149759745,-0.12297100242057801,9.21571150557801,0.2719080840693908,0.4744351650824031,0.14289999999999736,0.003258309372940804,66377.03,-0.00045552234634516076,11462.39847,43.8571,0.14280000000000115,66407.28,-0.035062759816106626,28603.69557,43.7143,0.14290000000000447,68820.31,-0.035272531478612756,20820.45768,43.5714,0.14279999999999404,70556.74,-0.004931991377371103,20702.42244,43.2857,0.14280000000000115,67859.0,-0.015367801675379322,14843.78682,43.0,-0.2856999999999985,66265.08,16706.316626666663,43.85713333333334,0.9961646465981779,0.6017398128294544,1.0032575468528875,68630.75285714286,19670.91740714286,43.57142857142857,0.9618272749740031,0.5110517029749527,1.0098360655737706,69833.83499999999,20196.217092142855,43.714285714285715,0.9452571235705443,0.497759347413183,1.0065359477124183,0.02761685726257654,0.02396775393268332,5.345232335954105e-05,0.22237479944580044,1
2026-03-30,66010.93,68169.65,65800.59,66797.37,18353.38975,1234617690.8920753,3902849,9155.91893,615747978.8513808,43.8571,0.01191378458082637,0.011843374134185144,0.011913784580826273,0.03600362853889301,1.0119137845808264,1.020543922612522,0.9850775561971976,0.8256891416837424,9.817624048306596,0.8185121730407139,0.49886800502343176,-0.14289999999999736,-0.0032477272727272632,66010.93,-0.00551546220130672,10052.85584,44.0,0.14289999999999736,66377.03,-0.00045552234634516076,11462.39847,43.8571,0.14280000000000115,66407.28,-0.035062759816106626,28603.69557,43.7143,0.14290000000000447,71336.53,0.011051956198656399,17719.50066,43.4286,0.14290000000000447,70906.45,0.044908560397294295,28335.09119,43.1429,0.14289999999999736,66395.11,13289.548019999995,43.90473333333333,1.0060585787115948,1.3810394245447037,0.9989150752158842,68043.74142857143,18244.96005857143,43.673457142857146,0.9816827910634542,1.0059429941792408,1.0042049077210022,69256.1707142857,19477.92134642857,43.65305714285715,0.9644970160936356,0.9422663447280649,1.0046741939854318,0.019610740141697804,0.022465197078488004,0.10800335973613723,0.21494123142622396,1
